"","USFS.Unit.Number","Plot.ID","X2013.Plot.Tree..","Unique.Tree.ID","X2013.DBH","X2013.FIA.Species.Code","X2013.Height","X2013.Live.Crown.Ratio","X2019.Plot.Tree..","Unique.Tree.ID.1","Dead.","X2019.DBH","X2019.FIA.Species.Code","X2019.Height","X2019.Live.Crown.Ratio","X2021.Plot.Tree..","Unique.Tree.ID.2","Dead..","X2021.DBH","X2021.FIA.Species.Code","X2021.Height","X2021.Live.Crown.Ratio","X2022.Plot.Tree..","Unique.Tree.ID.3","Dead..1","X2022.DBH","X2022.FIA.Species.Code","X2022.Height","X2022.Live.Crown.Ratio","X","Species13","Species19","Species21","Species22"
"165","51","199",15,"153",2.4,"15",NA,70,11,647,"",13.5,"15",9,7.2,11,2008,"",30.1,"818",13.1,6.6,11,2681,"Y","24.1","818",11.77159197,NA,NA,"WF","WF","BO","BO"
"166","51","199",16,"154",4.6,"818",33,70,12,648,"",14.5,"81",7,5.5,12,2009,"",36.1,"081",11,8.2,12,2682,"Y","13.4","818",7.242592091,NA,NA,"BO","IC","IC","BO"
"167","51","199",17,"155",4.6,"202",32,40,13,649,"",12.5,"202",9.1,7.1,13,2010,"",10.8,"818",10.2,7.9,13,2683,"Y","26.2","202",21.61630633,NA,NA,"DF","DF","BO","DF"
"168","51","199",18,"156",0.5,"15",NA,NA,14,650,"",18.5,"81",8.8,5.7,14,2011,"",32.6,"202",22.8,18.1,14,2684,"Y","27.4","818",12.37581773,NA,NA,"WF","IC","DF","BO"
"169","51","199",19,"157",0.5,"202",NA,NA,15,651,"",21.5,"",5.1,4.4,15,2012,"",23.9,"818",8.2,6.1,15,2685,"Y","35.6","81",12.48326839,NA,NA,"DF","","BO","IC"
"170","51","199",20,"158",0.5,"81",NA,NA,NA,NA,"",NA,"",NA,NA,16,2013,"",19.3,"818",7.1,1.6,NA,NA,"","","",NA,NA,NA,"IC","","BO",""
"171","51","199",3,"159",25.1,"117",NA,40,NA,NA,"",NA,"",NA,NA,17,2014,"",55,"081",22.7,21.5,NA,NA,"","","",NA,NA,NA,"SP","","IC",""
"172","51","199",4,"160",37.5,"117",NA,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","","",""
"173","51","199",7,"161",20.5,"81",74,50,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"174","51","199",8,"162",19.9,"81",NA,70,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"175","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,1,2686,"Y","23.9","202",10.49532802,NA,NA,"","","","DF"
"176","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,2,2687,"Y","28.2","818",4.202065513,NA,NA,"","","","BO"
"177","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,3,2688,"","102","202",27.92467566,13.8,NA,"","","","DF"
"178","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,4,2689,"Y","12.3","202",6.32275339,NA,NA,"","","","DF"
"179","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,5,2690,"Y","34.5","202",18.81421985,NA,NA,"","","","DF"
"180","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,6,2691,"Y","35.8","81",20.31454007,NA,NA,"","","","IC"
"181","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,7,2692,"Y","27.2","81",9.013346909,NA,NA,"","","","IC"
"182","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,8,2693,"Y","52.5","Snag",2.483394105,NA,NA,"","","","Snag"
"183","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,9,2694,"","43","202",29.20608596,23.8,NA,"","","","DF"
"184","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2695,"Y","23","202",18.70968118,NA,NA,"","","","DF"
"185","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2696,"Y","18.5","818",9.17893215,NA,NA,"","","","BO"
"186","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2697,"Y","16.6","818",8.82404032,NA,NA,"","","","BO"
"187","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2698,"Y","16.8","818",9.166762525,NA,NA,"","","","BO"
"188","","210",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,2699,"Y","11","202",6.365977961,NA,NA,"","","","DF"
"189","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,1,2700,"Y","26.9","202",15.63635584,NA,NA,"","","","DF"
"190","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,2,2701,"Y","40.3","202",6.642527928,NA,NA,"","","","DF"
"191","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,3,2702,"Y","26.5","202",30.44087091,NA,NA,"","","","DF"
"192","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,4,2703,"Y","12.8","202",15.17745259,NA,NA,"","","","DF"
"193","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,5,2704,"Y","49.2","202",10.10972714,NA,NA,"","","","DF"
"194","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,6,2705,"Y","99.7","202",39.20006289,NA,NA,"","","","DF"
"195","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,7,2706,"","30.8","202",23.2572723,14.9,NA,"","","","DF"
"196","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,8,2707,"","21.8","81",12.11497669,7.8,NA,"","","","IC"
"197","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,9,2708,"","37.1","202",21.12490043,19.6,NA,"","","","DF"
"198","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2709,"","30.4","202",25.03439921,20.8,NA,"","","","DF"
"199","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2710,"","14.2","202",11.17964314,2.2,NA,"","","","DF"
"200","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2711,"Y","14.5","202",9.230297419,NA,NA,"","","","DF"
"201","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2712,"Y","11.2","202",7.361187901,NA,NA,"","","","DF"
"202","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,14,2713,"Y","21.1","81",6.637470195,NA,NA,"","","","IC"
"203","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,15,2714,"Y","21.8","202",13.42592109,NA,NA,"","","","DF"
"204","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,16,2715,"Y","43","202",27.86138044,NA,NA,"","","","DF"
"205","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,17,2716,"","17.3","81",8.260634389,4,NA,"","","","IC"
"206","","222",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,18,2717,"Y","12.7","81",5.84557114,NA,NA,"","","","IC"
"207","100","238",1,"163",24,"202",NA,50,1,652,"",64,"202",35,28,1,2015,"",64.5,"202",35.2,24,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"208","100","238",2,"164",26.4,"202",102,50,2,653,"",33.5,"202",19.4,12.6,2,2016,"",19.3,"202",9.2,7.2,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"209","100","238",3,"165",20.5,"818",52,60,3,654,"",52.5,"202",28,19.1,3,2017,"",33.7,"202",17.9,11.6,NA,NA,"","","",NA,NA,NA,"BO","DF","DF",""
"210","100","238",4,"166",1.3,"818",11,60,4,655,"",71,"202",34.7,21.8,4,2018,"",11.6,"081",5.1,4.2,NA,NA,"","","",NA,NA,NA,"BO","DF","IC",""
"211","100","238",5,"167",3.5,"202",13,40,5,656,"",41,"202",27.1,17.5,5,2019,"",71.7,"202",30.8,19.2,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"212","100","238",6,"168",1.8,"81",9,90,6,657,"",44,"117",20.8,12.5,6,2020,"",21.8,"202",16.1,13.4,NA,NA,"","","",NA,NA,NA,"IC","SP","DF",""
"213","100","238",7,"169",0.5,"818",NA,NA,7,658,"",18,"202",10.5,9.3,7,2021,"",26.9,"818",13.9,8.4,NA,NA,"","","",NA,NA,NA,"BO","DF","BO",""
"214","100","238",8,"170",0.5,"202",NA,NA,8,659,"",11,"818",5.2,4.4,8,2022,"",14.7,"015",7.9,3.3,NA,NA,"","","",NA,NA,NA,"DF","BO","WF",""
"215","100","238",9,"171",0.5,"81",NA,NA,9,660,"",26.5,"818",14.3,8.3,9,2023,"",12.4,"015",6.9,2.5,NA,NA,"","","",NA,NA,NA,"IC","BO","WF",""
"216","100","238",10,"172",0.5,"122",NA,NA,10,661,"",14,"202",8.6,5.5,10,2024,"",15.9,"015",8.7,3.7,NA,NA,"","","",NA,NA,NA,"PP","DF","WF",""
"217","100","238",NA,"",NA,"",NA,NA,11,662,"",10,"202",5.4,4.4,11,2025,"",44.6,"117",20.6,10.5,NA,NA,"","","",NA,NA,NA,"","DF","SP",""
"218","100","238",1,"173",18.3,"15",71,70,NA,NA,"",NA,"",NA,NA,12,2026,"",15.5,"818",10.3,4.6,NA,NA,"","","",NA,NA,NA,"WF","","BO",""
"219","100","238",4,"174",13.9,"15",57,50,NA,NA,"",NA,"",NA,NA,13,2027,"",15.1,"818",7.1,3.5,NA,NA,"","","",NA,NA,NA,"WF","","BO",""
"220","100","239",5,"175",20,"117",NA,50,1,663,"",49.5,"122",23,0,1,2028,"y",45.8,"snag",22,NA,NA,NA,"","","",NA,NA,NA,"SP","PP","snag",""
"221","100","239",6,"176",12.5,"818",50,40,2,664,"",40,"202",22.8,0,2,2029,"",14.9,"081",6.7,4.4,NA,NA,"","","",NA,NA,NA,"BO","DF","IC",""
"222","100","239",7,"177",12.7,"122",57,50,3,665,"",68,"117",27.3,14.7,3,2030,"",12,"015",8.5,7.4,NA,NA,"","","",NA,NA,NA,"PP","SP","WF",""
"223","100","239",8,"178",1,"81",NA,60,4,666,"",38,"202",19.9,12.7,4,2031,"",24.4,"015",15,11.8,NA,NA,"","","",NA,NA,NA,"IC","DF","WF",""
"224","100","239",9,"179",1,"818",NA,80,5,667,"",53,"117",20.6,12.5,5,2032,"",31.4,"117",17.5,14.1,NA,NA,"","","",NA,NA,NA,"BO","SP","SP",""
"225","100","239",10,"180",2.5,"15",NA,50,6,668,"",33,"818",13.5,8.3,6,2033,"",37,"015",19.4,16.9,NA,NA,"","","",NA,NA,NA,"WF","BO","WF",""
"226","100","239",11,"181",1.7,"15",NA,50,7,669,"",36,"122",20.9,13.3,7,2034,"",52.8,"117",17.3,15.2,NA,NA,"","","",NA,NA,NA,"WF","PP","SP",""
"227","100","239",12,"182",2.4,"202",NA,40,8,670,"",12,"122",7.5,5.3,8,2035,"",30.5,"818",11.9,10.5,NA,NA,"","","",NA,NA,NA,"DF","PP","BO",""
"228","100","239",13,"183",2.6,"202",NA,40,9,671,"",32,"BP",20.1,9.3,9,2036,"",32.9,"818",15.9,12.2,NA,NA,"","","",NA,NA,NA,"DF","BP","BO",""
"229","100","239",14,"184",1.4,"15",NA,90,NA,NA,"",NA,"",NA,NA,10,2037,"",35,"122",21.9,18.9,NA,NA,"","","",NA,NA,NA,"WF","","PP",""
"230","100","239",15,"185",3,"818",NA,60,NA,NA,"",NA,"",NA,NA,11,2038,"",12.2,"202",11.2,10.8,NA,NA,"","","",NA,NA,NA,"BO","","DF",""
"231","100","239",16,"186",3,"202",NA,80,NA,NA,"",NA,"",NA,NA,12,2039,"",19.7,"818",14,12.9,NA,NA,"","","",NA,NA,NA,"DF","","BO",""
"232","100","239",17,"187",1.5,"15",NA,20,NA,NA,"",NA,"",NA,NA,13,2040,"",14.4,"818",7.7,7.3,NA,NA,"","","",NA,NA,NA,"WF","","BO",""
"233","100","239",18,"188",1.2,"818",NA,50,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"234","100","239",19,"189",2,"818",NA,60,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"235","100","239",20,"190",1.8,"15",NA,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"236","100","239",21,"191",0.5,"117",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","","",""
"237","100","239",2,"192",14.9,"15",NA,70,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"238","100","239",3,"193",25,"117",83,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","","",""
"239","100","239",22,"194",0.5,"202",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"240","100","239",23,"195",0.5,"15",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"241","100","239",24,"196",0.5,"818",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"242","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,1,2718,"","21","122",14.55317513,6.4,NA,"","","","PP"
"243","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,2,2719,"","15.4","202",11.57901353,3.4,NA,"","","","DF"
"244","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,3,2720,"Y","11.7","202",8.88522799,8.9,NA,"","","","DF"
"245","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,4,2721,"Y","16.3","202",10.06658726,10.1,NA,"","","","DF"
"246","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,5,2722,"Y","14.6","202",11.76871406,11.8,NA,"","","","DF"
"247","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,6,2723,"Y","15","81",7.340478645,7.3,NA,"","","","IC"
"248","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,7,2724,"","20.3","122",18.03901745,15.4,NA,"","","","PP"
"249","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,8,2725,"Y","13","202",11.46629285,11.5,NA,"","","","DF"
"250","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,9,2726,"Y","85","202",14.06167937,14.1,NA,"","","","DF"
"251","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,10,2727,"Y","12","202",17.01819934,12.8,NA,"","","","DF"
"252","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,11,2728,"","24.3","202",14.5808044,14.6,NA,"","","","DF"
"253","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,12,2729,"Y","15.4","202",13.74722616,12.1,NA,"","","","DF"
"254","","243",NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,13,2730,"","22.3","202",9.745312719,9.7,NA,"","","","DF"
"255","100","245",1,"197",15,"15",55,90,1,672,"",46.5,"202",26.8,17.4,1,2041,"",42.6,"202",22.1,19.8,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"256","100","245",2,"198",11.2,"202",57,80,2,673,"",48.5,"15",24.6,18.9,2,2042,"",42.2,"117",26.3,20.2,NA,NA,"","","",NA,NA,NA,"DF","WF","SP",""
"257","100","245",3,"199",17.5,"15",NA,80,3,674,"",47,"15",19.2,17.1,3,2043,"",28.4,"818",9.7,7.6,NA,NA,"","","",NA,NA,NA,"WF","WF","BO",""
"258","100","245",4,"200",11.6,"15",NA,70,4,675,"",42,"202",21.6,16.8,4,2044,"",41.6,"202",26,20.2,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"259","100","245",9,"201",0.5,"818",NA,NA,5,676,"",41.5,"117",25.9,15.4,5,2045,"",47.6,"202",24.8,21.1,NA,NA,"","","",NA,NA,NA,"BO","SP","DF",""
"260","100","245",5,"202",3.1,"818",22,70,6,677,"",29,"818",13.5,10.8,6,2046,"",34,"202",22,20.5,NA,NA,"","","",NA,NA,NA,"BO","BO","DF",""
"261","100","245",6,"203",1,"818",NA,90,7,678,"",42,"202",24.9,15.7,7,2047,"",49.1,"202",24.1,24.1,NA,NA,"","","",NA,NA,NA,"BO","DF","DF",""
"262","100","245",7,"204",1,"202",7,100,8,679,"",33.5,"202",21.8,18.1,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","DF","",""
"263","100","245",8,"205",0.5,"15",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"264","100","246",1,"206",10.1,"818",60,30,1,680,"",27,"818",22,13.9,1,2048,"",33.5,"202",24.2,17.4,NA,NA,"","","",NA,NA,NA,"BO","BO","DF",""
"265","100","246",2,"207",11.5,"15",74,40,2,681,"",26,"818",17.1,8.3,2,2049,"",24.3,"081",15,12.6,NA,NA,"","","",NA,NA,NA,"WF","BO","IC",""
"266","100","246",3,"208",46.9,"202",160,40,3,682,"",24,"202",17.4,10.9,3,2050,"",14.9,"818",14.7,4.4,NA,NA,"","","",NA,NA,NA,"DF","DF","BO",""
"267","100","246",4,"209",37,"202",NA,50,4,683,"",18.5,"202",13.2,4.6,4,2051,"",17,"818",13.7,7.8,NA,NA,"","","",NA,NA,NA,"DF","DF","BO",""
"268","100","246",5,"210",1.6,"81",11,70,5,684,"",9.5,"15",15.1,4.3,5,2052,"",30.4,"202",17.7,8.1,NA,NA,"","","",NA,NA,NA,"IC","WF","DF",""
"269","100","246",6,"211",6.4,"202",49,40,6,685,"",17,"202",18.2,8.5,6,2053,"",20.7,"202",20.4,12.9,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"270","100","246",7,"212",1.7,"15",13,40,7,686,"",32,"15",23.5,15.3,7,2054,"",19.6,"202",19,10.9,NA,NA,"","","",NA,NA,NA,"WF","WF","DF",""
"271","100","246",8,"213",2.2,"15",NA,50,8,687,"",120.5,"202",42.9,28.4,8,2055,"",26.6,"818",9.3,4.6,NA,NA,"","","",NA,NA,NA,"WF","DF","BO",""
"272","100","246",9,"214",1.6,"15",NA,50,9,688,"",29.5,"15",18.5,10.7,9,2056,"",25.8,"818",15.7,11.5,NA,NA,"","","",NA,NA,NA,"WF","WF","BO",""
"273","100","246",10,"215",1.4,"15",NA,40,10,689,"",25,"81",15.1,11.5,10,2057,"",24.7,"015",17.5,12,NA,NA,"","","",NA,NA,NA,"WF","IC","WF",""
"274","100","246",11,"216",1.2,"81",NA,40,11,690,"",20.5,"15",19.9,14.6,11,2058,"",20.2,"015",15.8,5,NA,NA,"","","",NA,NA,NA,"IC","WF","WF",""
"275","100","246",12,"217",2,"15",NA,50,12,691,"",19,"81",13.9,8.9,12,2059,"",17.3,"818",14.8,5.7,NA,NA,"","","",NA,NA,NA,"WF","IC","BO",""
"276","100","246",13,"218",1.7,"15",NA,50,13,692,"",16,"818",17.4,5.9,13,2060,"",24.7,"818",27.7,12.4,NA,NA,"","","",NA,NA,NA,"WF","BO","BO",""
"277","100","246",14,"219",1.5,"15",NA,30,14,693,"",12,"81",5.5,2.4,14,2061,"",21,"015",21.6,8.3,NA,NA,"","","",NA,NA,NA,"WF","IC","WF",""
"278","100","246",15,"220",1.5,"202",NA,20,15,694,"",11,"81",5.7,2.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","IC","",""
"279","100","246",16,"221",1.9,"81",NA,60,16,695,"",15,"81",6.3,3.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","IC","",""
"280","100","246",17,"222",7.1,"15",NA,60,17,696,"",15,"818",14,4.6,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","BO","",""
"281","100","246",18,"223",2.2,"15",NA,60,18,697,"",17,"818",18.4,11.8,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","BO","",""
"282","100","246",19,"224",7.1,"818",NA,50,19,698,"",19,"15",20.2,15,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","WF","",""
"283","100","246",20,"225",3.3,"81",NA,60,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"284","100","246",21,"226",1.7,"81",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"285","100","246",22,"227",7.2,"818",NA,50,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"286","100","246",23,"228",1.5,"15",NA,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"287","100","246",24,"229",3.1,"202",NA,20,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"288","100","246",25,"230",2,"202",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"289","100","246",26,"231",1.3,"15",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"290","100","246",27,"232",1.6,"81",NA,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"291","100","246",28,"233",1.6,"202",NA,20,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"292","100","246",29,"234",7.4,"202",NA,20,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"293","100","246",30,"235",3,"202",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"294","100","246",31,"236",1.6,"81",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"295","100","246",32,"237",8.8,"15",NA,40,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"296","100","246",33,"238",6.7,"81",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"297","100","246",34,"239",3.3,"15",NA,30,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"298","100","246",35,"240",9.9,"818",NA,70,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"299","100","246",36,"241",0.5,"81",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"IC","","",""
"300","100","246",37,"242",0.5,"202",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"DF","","",""
"301","100","246",38,"243",0.5,"15",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"WF","","",""
"302","100","246",39,"244",0.5,"818",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"BO","","",""
"303","100","246",40,"245",0.5,"117",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,"","","",NA,NA,NA,"SP","","",""
"304","100","247",1,"246",13.8,"15",81,40,1,699,"",37,"202",21.1,10.9,1,2062,"",37.3,"202",24.4,22.1,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"305","100","247",2,"247",16.8,"202",84,40,2,700,"",22.5,"202",14.7,3.5,2,2063,"",23,"202",15.4,11,NA,NA,"","","",NA,NA,NA,"DF","DF","DF",""
"306","100","247",3,"248",18.1,"15",77,30,3,701,"",27.5,"15",21.8,9.6,3,2064,"",27.4,"202",22.9,19.6,NA,NA,"","","",NA,NA,NA,"WF","WF","DF",""
"307","100","247",4,"249",23.5,"15",NA,40,4,702,"",24,"15",22.3,7.6,4,2065,"",23.5,"202",14.6,12.6,NA,NA,"","","",NA,NA,NA,"WF","WF","DF",""
"308","100","247",5,"250",12.4,"15",NA,20,5,703,"Y",27,"202",18.3,0,5,2066,"",44.2,"202",31.9,25.4,NA,NA,"","","",NA,NA,NA,"WF","DF","DF",""
"309","100","247",6,"251",17.6,"202",NA,30,6,704,"",44,"202",26.9,13.3,6,2067,"",11.4,"081",5.7,5.3,NA,NA,"","","",NA,NA,NA,"DF","DF","IC",""
"310","100","247",7,"252",8.6,"15",35,30,7,705,"",10,"81",5.3,3,7,2068,"",18.8,"081",11,7.8,NA,NA,"","","",NA,NA,NA,"WF","IC","IC",""
